"ZIP_CODE","PO_NAME","STATE","ZIP_TYPE","ZCTA","zip_join_type"
"00771","Las Piedras","PR","Zip Code Area","00771","Zip Matches ZCTA"
"00772","Loiza","PR","Zip Code Area","00772","Zip Matches ZCTA"
"00773","Luquillo","PR","Zip Code Area","00773","Zip Matches ZCTA"
"00775","Culebra","PR","Zip Code Area","00775","Zip Matches ZCTA"
"00777","Juncos","PR","Zip Code Area","00777","Zip Matches ZCTA"
"00778","Gurabo","PR","Zip Code Area","00778","Zip Matches ZCTA"
"00780","Coto Laurel","PR","Zip Code Area","00780","Zip Matches ZCTA"
"00782","Comerio","PR","Zip Code Area","00782","Zip Matches ZCTA"
"00783","Corozal","PR","Zip Code Area","00783","Zip Matches ZCTA"
"00784","Guayama","PR","Zip Code Area","00784","Zip Matches ZCTA"
"00785","Guayama","PR","Post Office or large volume customer","00784","Spatial join to ZCTA"
"00786","La Plata","PR","Post Office or large volume customer","00786","Zip Matches ZCTA"
"00791","Humacao","PR","Zip Code Area","00791","Zip Matches ZCTA"
"00792","Humacao","PR","Post Office or large volume customer","00791","Spatial join to ZCTA"
"00794","Barranquitas","PR","Zip Code Area","00794","Zip Matches ZCTA"
"00795","Juana Diaz","PR","Zip Code Area","00795","Zip Matches ZCTA"
"00801","St Thomas","VI","Post Office or large volume customer","00801","Zip Matches ZCTA"
"00802","St Thomas","VI","Zip Code Area","00802","Zip Matches ZCTA"
"00803","St Thomas","VI","Post Office or large volume customer","00802","Spatial join to ZCTA"
"00804","St Thomas","VI","Post Office or large volume customer","00802","Spatial join to ZCTA"
"00805","St Thomas","VI","Post Office or large volume customer","00802","Spatial join to ZCTA"
"00820","Christiansted","VI","Zip Code Area","00820","Zip Matches ZCTA"
"00821","Christiansted","VI","Post Office or large volume customer","00820","Spatial join to ZCTA"
"00822","Christiansted","VI","Post Office or large volume customer","00820","Spatial join to ZCTA"
"00823","Christiansted","VI","Post Office or large volume customer","00823","Zip Matches ZCTA"
"00824","Christiansted","VI","Post Office or large volume customer","00824","Zip Matches ZCTA"
"00830","St John","VI","Zip Code Area","00830","Zip Matches ZCTA"
"00831","St John","VI","Post Office or large volume customer","00831","Zip Matches ZCTA"
"00840","Frederiksted","VI","Zip Code Area","00840","Zip Matches ZCTA"
"00841","Frederiksted","VI","Post Office or large volume customer","00841","Zip Matches ZCTA"
"00850","Kingshill","VI","Zip Code Area","00850","Zip Matches ZCTA"
"00851","Kingshill","VI","Post Office or large volume customer","00851","Zip Matches ZCTA"
"00901","San Juan","PR","Zip Code Area","00901","Zip Matches ZCTA"
"00902","San Juan","PR","Post Office or large volume customer","00901","Spatial join to ZCTA"
"00906","San Juan","PR","Post Office or large volume customer","00906","Zip Matches ZCTA"
"00907","San Juan","PR","Zip Code Area","00907","Zip Matches ZCTA"
"00908","San Juan","PR","Post Office or large volume customer","00907","Spatial join to ZCTA"
"00909","San Juan","PR","Zip Code Area","00909","Zip Matches ZCTA"
"00910","San Juan","PR","Post Office or large volume customer","00909","Spatial join to ZCTA"
"00911","San Juan","PR","Zip Code Area","00911","Zip Matches ZCTA"
"00912","San Juan","PR","Zip Code Area","00912","Zip Matches ZCTA"
"00913","San Juan","PR","Zip Code Area","00913","Zip Matches ZCTA"
"00914","San Juan","PR","Post Office or large volume customer","00911","Spatial join to ZCTA"
"00915","San Juan","PR","Zip Code Area","00915","Zip Matches ZCTA"
"00916","San Juan","PR","Post Office or large volume customer","00915","Spatial join to ZCTA"
"00917","San Juan","PR","Zip Code Area","00917","Zip Matches ZCTA"
"00918","San Juan","PR","Zip Code Area","00918","Zip Matches ZCTA"
"00919","San Juan","PR","Post Office or large volume customer","00918","Spatial join to ZCTA"
"00920","San Juan","PR","Zip Code Area","00920","Zip Matches ZCTA"
"00921","San Juan","PR","Zip Code Area","00921","Zip Matches ZCTA"
"00922","San Juan","PR","Post Office or large volume customer","00922","Spatial join to ZCTA"
"00923","San Juan","PR","Zip Code Area","00923","Zip Matches ZCTA"
"00924","San Juan","PR","Zip Code Area","00924","Zip Matches ZCTA"
"00925","San Juan","PR","Zip Code Area","00925","Zip Matches ZCTA"
"00926","San Juan","PR","Zip Code Area","00926","Zip Matches ZCTA"
"00927","San Juan","PR","Zip Code Area","00927","Zip Matches ZCTA"
"00928","San Juan","PR","Post Office or large volume customer","00925","Spatial join to ZCTA"
"00929","San Juan","PR","Post Office or large volume customer","00924","Spatial join to ZCTA"
"00930","San Juan","PR","Post Office or large volume customer","00923","Spatial join to ZCTA"
"00931","San Juan","PR","Post Office or large volume customer","00925","Spatial join to ZCTA"
"00933","San Juan","PR","Post Office or large volume customer","00918","Spatial join to ZCTA"
"00934","Fort Buchanan","PR","Zip Code Area","00934","Zip Matches ZCTA"
"00935","San Juan","PR","Post Office or large volume customer","00936","Spatial join to ZCTA"
"00936","San Juan","PR","Post Office or large volume customer","00936","Zip Matches ZCTA"
"00937","San Juan","PR","Post Office or large volume customer","00937","Spatial join to ZCTA"
"00939","San Juan","PR","Post Office or large volume customer","00918","Spatial join to ZCTA"
"00940","San Juan","PR","Post Office or large volume customer","00909","Spatial join to ZCTA"
"00949","Toa Baja","PR","Zip Code Area","00949","Zip Matches ZCTA"
"00950","Toa Baja","PR","Post Office or large volume customer","00950","Zip Matches ZCTA"
"00951","Toa Baja","PR","Post Office or large volume customer","00951","Zip Matches ZCTA"
"00952","Sabana Seca","PR","Zip Code Area","00952","Zip Matches ZCTA"
"00953","Toa Alta","PR","Zip Code Area","00953","Zip Matches ZCTA"
"00954","Toa Alta","PR","Post Office or large volume customer","00953","Spatial join to ZCTA"
"00955","San Juan","PR","Post Office or large volume customer","00921","Spatial join to ZCTA"
"00956","Bayamon","PR","Zip Code Area","00956","Zip Matches ZCTA"
"00957","Bayamon","PR","Zip Code Area","00957","Zip Matches ZCTA"
"00958","Bayamon","PR","Post Office or large volume customer","00957","Spatial join to ZCTA"
"00959","Bayamon","PR","Zip Code Area","00959","Zip Matches ZCTA"
"00960","Bayamon","PR","Post Office or large volume customer","00960","Zip Matches ZCTA"
"00961","Bayamon","PR","Zip Code Area","00961","Zip Matches ZCTA"
"00962","Catano","PR","Zip Code Area","00962","Zip Matches ZCTA"
"00963","Catano","PR","Post Office or large volume customer","00962","Spatial join to ZCTA"
"00965","Guaynabo","PR","Zip Code Area","00965","Zip Matches ZCTA"
"00966","Guaynabo","PR","Zip Code Area","00966","Zip Matches ZCTA"
"00968","Guaynabo","PR","Zip Code Area","00968","Zip Matches ZCTA"
"00969","Guaynabo","PR","Zip Code Area","00969","Zip Matches ZCTA"
"00970","Guaynabo","PR","Post Office or large volume customer","00969","Spatial join to ZCTA"
"00971","Guaynabo","PR","Post Office or large volume customer","00971","Zip Matches ZCTA"
"00975","San Juan","PR","Post Office or large volume customer","00917","Spatial join to ZCTA"
"00976","Trujillo Alto","PR","Zip Code Area","00976","Zip Matches ZCTA"
"00977","Trujillo Alto","PR","Post Office or large volume customer","00965","Spatial join to ZCTA"
"00978","Saint Just","PR","Post Office or large volume customer","00976","Spatial join to ZCTA"
"00979","Carolina","PR","Zip Code Area","00979","Zip Matches ZCTA"
"00981","Carolina","PR","Post Office or large volume customer","00981","Spatial join to ZCTA"
"00982","Carolina","PR","Zip Code Area","00982","Zip Matches ZCTA"
"00983","Carolina","PR","Zip Code Area","00983","Zip Matches ZCTA"
"00984","Carolina","PR","Post Office or large volume customer","00983","Spatial join to ZCTA"
"00985","Carolina","PR","Zip Code Area","00985","Zip Matches ZCTA"
"00986","Carolina","PR","Post Office or large volume customer","00985","Spatial join to ZCTA"
"00987","Carolina","PR","Zip Code Area","00987","Zip Matches ZCTA"
"00988","Carolina","PR","Post Office or large volume customer","00988","Spatial join to ZCTA"
"01001","Agawam","MA","Zip Code Area","01001","Zip Matches ZCTA"
"01002","Amherst","MA","Zip Code Area","01002","Zip Matches ZCTA"
"01003","Amherst","MA","Zip Code Area","01003","Zip Matches ZCTA"
"01004","Amherst","MA","Post Office or large volume customer","01002","Spatial join to ZCTA"
"01005","Barre","MA","Zip Code Area","01005","Zip Matches ZCTA"
"01007","Belchertown","MA","Zip Code Area","01007","Zip Matches ZCTA"
"01008","Blandford","MA","Zip Code Area","01008","Zip Matches ZCTA"
"01009","Bondsville","MA","Post Office or large volume customer","01009","Zip Matches ZCTA"
"01010","Brimfield","MA","Zip Code Area","01010","Zip Matches ZCTA"
"01011","Chester","MA","Zip Code Area","01011","Zip Matches ZCTA"
"01012","Chesterfield","MA","Zip Code Area","01012","Zip Matches ZCTA"
"01013","Chicopee","MA","Zip Code Area","01013","Zip Matches ZCTA"
"01014","Chicopee","MA","Post Office or large volume customer","01013","Spatial join to ZCTA"
"01020","Chicopee","MA","Zip Code Area","01020","Zip Matches ZCTA"
"01021","Chicopee","MA","Post Office or large volume customer","01020","Spatial join to ZCTA"
"01022","Chicopee","MA","Zip Code Area","01022","Zip Matches ZCTA"
"01026","Cummington","MA","Zip Code Area","01026","Zip Matches ZCTA"
"01027","Easthampton","MA","Zip Code Area","01027","Zip Matches ZCTA"
"01028","East Longmeadow","MA","Zip Code Area","01028","Zip Matches ZCTA"
"01029","East Otis","MA","Post Office or large volume customer","01029","Zip Matches ZCTA"
"01030","Feeding Hills","MA","Zip Code Area","01030","Zip Matches ZCTA"
"01031","Gilbertville","MA","Zip Code Area","01031","Zip Matches ZCTA"
"01032","Goshen","MA","Zip Code Area","01032","Zip Matches ZCTA"
"01033","Granby","MA","Zip Code Area","01033","Zip Matches ZCTA"
"01034","Granville","MA","Zip Code Area","01034","Zip Matches ZCTA"
"01035","Hadley","MA","Zip Code Area","01035","Zip Matches ZCTA"
"01036","Hampden","MA","Zip Code Area","01036","Zip Matches ZCTA"
"01037","Hardwick","MA","Zip Code Area","01037","Zip Matches ZCTA"
"01038","Hatfield","MA","Zip Code Area","01038","Zip Matches ZCTA"
"01039","Haydenville","MA","Zip Code Area","01039","Zip Matches ZCTA"
"01040","Holyoke","MA","Zip Code Area","01040","Zip Matches ZCTA"
"01041","Holyoke","MA","Post Office or large volume customer","01040","Spatial join to ZCTA"
"01050","Huntington","MA","Zip Code Area","01050","Zip Matches ZCTA"
"01053","Leeds","MA","Zip Code Area","01053","Zip Matches ZCTA"
"01054","Leverett","MA","Zip Code Area","01054","Zip Matches ZCTA"
"01056","Ludlow","MA","Zip Code Area","01056","Zip Matches ZCTA"
"01057","Monson","MA","Zip Code Area","01057","Zip Matches ZCTA"
"01059","North Amherst","MA","Post Office or large volume customer","01002","Spatial join to ZCTA"
"01060","Northampton","MA","Zip Code Area","01060","Zip Matches ZCTA"
"01061","Northampton","MA","Post Office or large volume customer","01060","Spatial join to ZCTA"
"01062","Florence","MA","Zip Code Area","01062","Zip Matches ZCTA"
"01063","Northampton","MA","Zip Code Area","01063","Zip Matches ZCTA"
"01066","North Hatfield","MA","Post Office or large volume customer","01066","Zip Matches ZCTA"
"01068","Oakham","MA","Zip Code Area","01068","Zip Matches ZCTA"
"01069","Palmer","MA","Zip Code Area","01069","Zip Matches ZCTA"
"01070","Plainfield","MA","Zip Code Area","01070","Zip Matches ZCTA"
"01071","Russell","MA","Zip Code Area","01071","Zip Matches ZCTA"
"01072","Shutesbury","MA","Zip Code Area","01072","Zip Matches ZCTA"
"01073","Southampton","MA","Zip Code Area","01073","Zip Matches ZCTA"
"01074","South Barre","MA","Post Office or large volume customer","01074","Zip Matches ZCTA"
"01075","South Hadley","MA","Zip Code Area","01075","Zip Matches ZCTA"
"01077","Southwick","MA","Zip Code Area","01077","Zip Matches ZCTA"
"01079","Thorndike","MA","Post Office or large volume customer","01079","Zip Matches ZCTA"
"01080","Three Rivers","MA","Zip Code Area","01080","Zip Matches ZCTA"
"01081","Wales","MA","Zip Code Area","01081","Zip Matches ZCTA"
"01082","Ware","MA","Zip Code Area","01082","Zip Matches ZCTA"
"01083","Warren","MA","Post Office or large volume customer","01083","Zip Matches ZCTA"
"01084","West Chesterfield","MA","Zip Code Area","01084","Zip Matches ZCTA"
"01085","Westfield","MA","Zip Code Area","01085","Zip Matches ZCTA"
"01086","Westfield","MA","Post Office or large volume customer","01086","Zip Matches ZCTA"
"01088","West Hatfield","MA","Zip Code Area","01088","Zip Matches ZCTA"
"01089","West Springfield","MA","Zip Code Area","01089","Zip Matches ZCTA"
"01090","West Springfield","MA","Post Office or large volume customer","01089","Spatial join to ZCTA"
"01092","West Warren","MA","Zip Code Area","01092","Zip Matches ZCTA"
"01093","Whately","MA","Post Office or large volume customer","01093","Zip Matches ZCTA"
"01094","Wheelwright","MA","Post Office or large volume customer","01094","Zip Matches ZCTA"
"01095","Wilbraham","MA","Zip Code Area","01095","Zip Matches ZCTA"
"01096","Williamsburg","MA","Zip Code Area","01096","Zip Matches ZCTA"
"01097","Woronoco","MA","Post Office or large volume customer","01097","Zip Matches ZCTA"
"01098","Worthington","MA","Zip Code Area","01098","Zip Matches ZCTA"
"01101","Springfield","MA","Post Office or large volume customer","01104","Spatial join to ZCTA"
"01102","Springfield","MA","Post Office or large volume customer","01104","Spatial join to ZCTA"
"01103","Springfield","MA","Zip Code Area","01103","Zip Matches ZCTA"
"01104","Springfield","MA","Zip Code Area","01104","Zip Matches ZCTA"
"01105","Springfield","MA","Zip Code Area","01105","Zip Matches ZCTA"
"01106","Longmeadow","MA","Zip Code Area","01106","Zip Matches ZCTA"
"01107","Springfield","MA","Zip Code Area","01107","Zip Matches ZCTA"
"01108","Springfield","MA","Zip Code Area","01108","Zip Matches ZCTA"
"01109","Springfield","MA","Zip Code Area","01109","Zip Matches ZCTA"
"01111","Springfield","MA","Post Office or large volume customer","01109","Spatial join to ZCTA"
"01115","Springfield","MA","Post Office or large volume customer","01103","Spatial join to ZCTA"
"01116","Longmeadow","MA","Post Office or large volume customer","01106","Spatial join to ZCTA"
"01118","Springfield","MA","Zip Code Area","01118","Zip Matches ZCTA"
"01119","Springfield","MA","Zip Code Area","01119","Zip Matches ZCTA"
"01128","Springfield","MA","Zip Code Area","01128","Zip Matches ZCTA"
"01129","Springfield","MA","Zip Code Area","01129","Zip Matches ZCTA"
"01138","Springfield","MA","Post Office or large volume customer","01108","Spatial join to ZCTA"
"01139","Springfield","MA","Post Office or large volume customer","01109","Spatial join to ZCTA"
"01144","Springfield","MA","Post Office or large volume customer","01103","Spatial join to ZCTA"
"01151","Indian Orchard","MA","Zip Code Area","01151","Zip Matches ZCTA"
"01152","Springfield","MA","Post Office or large volume customer","01151","Spatial join to ZCTA"
"01199","Springfield","MA","Post Office or large volume customer","01199","Zip Matches ZCTA"
"01201","Pittsfield","MA","Zip Code Area","01201","Zip Matches ZCTA"
"01202","Pittsfield","MA","Post Office or large volume customer","01201","Spatial join to ZCTA"
"01203","Pittsfield","MA","Post Office or large volume customer","01201","Spatial join to ZCTA"
"01220","Adams","MA","Zip Code Area","01220","Zip Matches ZCTA"
"01222","Ashley Falls","MA","Zip Code Area","01222","Zip Matches ZCTA"
"01223","Becket","MA","Zip Code Area","01223","Zip Matches ZCTA"
"01224","Berkshire","MA","Zip Code Area","01224","Zip Matches ZCTA"
"01225","Cheshire","MA","Zip Code Area","01225","Zip Matches ZCTA"
"01226","Dalton","MA","Zip Code Area","01226","Zip Matches ZCTA"
"01227","Dalton","MA","Post Office or large volume customer","01226","Spatial join to ZCTA"
"01229","Glendale","MA","Post Office or large volume customer","01229","Zip Matches ZCTA"
"01230","Great Barrington","MA","Zip Code Area","01230","Zip Matches ZCTA"
"01235","Hinsdale","MA","Zip Code Area","01235","Zip Matches ZCTA"
"01236","Housatonic","MA","Zip Code Area","01236","Zip Matches ZCTA"
"01237","Lanesboro","MA","Zip Code Area","01237","Zip Matches ZCTA"
"01238","Lee","MA","Zip Code Area","01238","Zip Matches ZCTA"
"01240","Lenox","MA","Zip Code Area","01240","Zip Matches ZCTA"
"01242","Lenox Dale","MA","Zip Code Area","01242","Zip Matches ZCTA"
"01243","Middlefield","MA","Zip Code Area","01243","Zip Matches ZCTA"
"01244","Mill River","MA","Post Office or large volume customer","01244","Zip Matches ZCTA"
"01245","Monterey","MA","Zip Code Area","01245","Zip Matches ZCTA"
"01247","North Adams","MA","Zip Code Area","01247","Zip Matches ZCTA"
"01252","North Egremont","MA","Post Office or large volume customer","01230","Spatial join to ZCTA"
"01253","Otis","MA","Zip Code Area","01253","Zip Matches ZCTA"
"01254","Richmond","MA","Zip Code Area","01254","Zip Matches ZCTA"
"01255","Sandisfield","MA","Zip Code Area","01255","Zip Matches ZCTA"
"01256","Savoy","MA","Zip Code Area","01256","Zip Matches ZCTA"
"01257","Sheffield","MA","Zip Code Area","01257","Zip Matches ZCTA"
"01258","South Egremont","MA","Zip Code Area","01258","Zip Matches ZCTA"
"01259","Southfield","MA","Zip Code Area","01259","Zip Matches ZCTA"
"01260","South Lee","MA","Post Office or large volume customer","01260","Zip Matches ZCTA"
"01262","Stockbridge","MA","Zip Code Area","01262","Zip Matches ZCTA"
"01263","Stockbridge","MA","Post Office or large volume customer","01262","Spatial join to ZCTA"
"01264","Tyringham","MA","Zip Code Area","01264","Zip Matches ZCTA"
"01266","West Stockbridge","MA","Zip Code Area","01266","Zip Matches ZCTA"
"01267","Williamstown","MA","Zip Code Area","01267","Zip Matches ZCTA"
"01270","Windsor","MA","Zip Code Area","01270","Zip Matches ZCTA"
"01301","Greenfield","MA","Zip Code Area","01301","Zip Matches ZCTA"
"01302","Greenfield","MA","Post Office or large volume customer","01301","Spatial join to ZCTA"
"01330","Ashfield","MA","Zip Code Area","01330","Zip Matches ZCTA"
"01331","Athol","MA","Zip Code Area","01331","Zip Matches ZCTA"
"01337","Bernardston","MA","Zip Code Area","01337","Zip Matches ZCTA"
"01338","Buckland","MA","Zip Code Area","01338","Zip Matches ZCTA"
"01339","Charlemont","MA","Zip Code Area","01339","Zip Matches ZCTA"
"01340","Colrain","MA","Zip Code Area","01340","Zip Matches ZCTA"
"01341","Conway","MA","Zip Code Area","01341","Zip Matches ZCTA"
"01342","Deerfield","MA","Zip Code Area","01342","Zip Matches ZCTA"
"01343","Drury","MA","Zip Code Area","01343","Zip Matches ZCTA"
"01344","Erving","MA","Zip Code Area","01344","Zip Matches ZCTA"
"01346","Heath","MA","Zip Code Area","01346","Zip Matches ZCTA"
"01347","Lake Pleasant","MA","Post Office or large volume customer","01347","Zip Matches ZCTA"
"01349","Millers Falls","MA","Zip Code Area","01349","Zip Matches ZCTA"
"01350","Monroe Bridge","MA","Zip Code Area","01350","Zip Matches ZCTA"
"01351","Montague","MA","Zip Code Area","01351","Zip Matches ZCTA"
"01354","Gill","MA","Zip Code Area","01354","Zip Matches ZCTA"
"01355","New Salem","MA","Zip Code Area","01355","Zip Matches ZCTA"
"01360","Northfield","MA","Zip Code Area","01360","Zip Matches ZCTA"
"01364","Orange","MA","Zip Code Area","01364","Zip Matches ZCTA"
"01366","Petersham","MA","Zip Code Area","01366","Zip Matches ZCTA"
"01367","Rowe","MA","Zip Code Area","01367","Zip Matches ZCTA"
"01368","Royalston","MA","Zip Code Area","01368","Zip Matches ZCTA"
"01370","Shelburne Falls","MA","Zip Code Area","01370","Zip Matches ZCTA"
"01373","South Deerfield","MA","Zip Code Area","01373","Zip Matches ZCTA"
"01375","Sunderland","MA","Zip Code Area","01375","Zip Matches ZCTA"
"01376","Turners Falls","MA","Zip Code Area","01376","Zip Matches ZCTA"
"01378","Warwick","MA","Zip Code Area","01378","Zip Matches ZCTA"
"01379","Wendell","MA","Zip Code Area","01379","Zip Matches ZCTA"
"01380","Wendell Depot","MA","Post Office or large volume customer","01379","Spatial join to ZCTA"
"01420","Fitchburg","MA","Zip Code Area","01420","Zip Matches ZCTA"
"01430","Ashburnham","MA","Zip Code Area","01430","Zip Matches ZCTA"
"01431","Ashby","MA","Zip Code Area","01431","Zip Matches ZCTA"
"01432","Ayer","MA","Zip Code Area","01432","Zip Matches ZCTA"
"01434","Devens","MA","Zip Code Area","01434","Zip Matches ZCTA"
"01436","Baldwinville","MA","Zip Code Area","01436","Zip Matches ZCTA"
"01438","East Templeton","MA","Post Office or large volume customer","01438","Zip Matches ZCTA"
"01440","Gardner","MA","Zip Code Area","01440","Zip Matches ZCTA"
"01441","Westminster","MA","Post Office or large volume customer","01473","Spatial join to ZCTA"
"01450","Groton","MA","Zip Code Area","01450","Zip Matches ZCTA"
"01451","Harvard","MA","Zip Code Area","01451","Zip Matches ZCTA"
"01452","Hubbardston","MA","Zip Code Area","01452","Zip Matches ZCTA"
"01453","Leominster","MA","Zip Code Area","01453","Zip Matches ZCTA"
"01460","Littleton","MA","Zip Code Area","01460","Zip Matches ZCTA"
"01462","Lunenburg","MA","Zip Code Area","01462","Zip Matches ZCTA"
